address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,source_text
Sörlyckan 44,Radhus,Sävedalen,Partille,yes,Lagfart,2025-03-04,2025,3,6200000,,,,115.0,,5.0,154.0,53900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Sörlyckan 44 Radhus · Sävedalen · Partille 6 200 000 kr 115 m² 5 rum 154 m² tomt 53 900 kr/m² Uteplats 2025-03-04
Stengärdsgården 15,Villa,Öjersjö,Partille,no,Lagfart,2025-03-03,2025,3,7250000,,,,135.0,,5.0,456.0,53700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Stengärdsgården 15 Villa · Öjersjö · Partille 7 250 000 kr 135 m² 5 rum 456 m² tomt 53 700 kr/m² Uteplats 2025-03-03
Klintevägen 6,Villa,Partille kommun,Partille,no,Lagfart,2025-08-15,2025,8,4600000,,,,80.0,42.0,,923.0,57500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Klintevägen 6 Villa · Partille kommun · Partille 4 600 000 kr 80 + 42 m² 923 m² tomt 57 500 kr/m² 2025-08-15
Brattåskärrsvägen 111,Radhus,Sävedalen,Partille,yes,Slutpris,2025-08-14,2025,8,4750000,,,,118.0,,5.0,,40300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Slutpris Brattåskärrsvägen 111 Radhus · Sävedalen · Partille 4 750 000 kr 118 m² 5 rum 40 300 kr/m² Uteplats 2025-08-14
Klintevägen 1,Villa,Partille kommun,Partille,no,Lagfart,2025-08-12,2025,8,8900000,,,,129.0,40.0,,1025.0,69000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Klintevägen 1 Villa · Partille kommun · Partille 8 900 000 kr 129 + 40 m² 1 025 m² tomt 69 000 kr/m² 2025-08-12
Mistelvägen 16,Villa,Sävedalen,Partille,yes,Lagfart,2025-05-07,2025,5,4800000,,,,93.0,2.0,5.0,497.0,51600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Mistelvägen 16 Villa · Sävedalen · Partille 4 800 000 kr 93 + 2 m² 5 rum 497 m² tomt 51 600 kr/m² Uteplats 2025-05-07
Hedängen 5,Villa,Sävedalen,Partille,yes,Lagfart,2025-01-03,2025,1,7825000,7627000.0,198000.0,2.6,117.0,117.0,6.0,568.0,66900.0,2.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Hedängen 5 Villa · Sävedalen · Partille 7 825 000 kr 117 + 117 m² 6 rum 568 m² tomt 66 900 kr/m² Uteplats 2025-01-03 +2,6%"
Klintegårdsvägen 26,Radhus,Lexby,Partille,no,Lagfart,2025-05-29,2025,5,4000000,,,,116.0,,,231.0,34500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Klintegårdsvägen 26 Radhus · Lexby · Partille 4 000 000 kr 116 m² 231 m² tomt 34 500 kr/m² 2025-05-29
Idas väg 3D,Radhus,Partille kommun,Partille,no,Lagfart,2025-08-04,2025,8,2166000,,,,,,,129.0,,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Idas väg 3D Radhus · Partille kommun · Partille 2 166 000 kr 129 m² tomt 2025-08-04
Morkullesträcket 113,Villa,Furulund,Partille,no,Lagfart,2025-03-22,2025,3,5650000,6182000.0,-532000.0,-8.6,109.0,,5.0,228.0,51800.0,-8.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Morkullesträcket 113 Villa · Furulund · Partille 5 650 000 kr 109 m² 5 rum 228 m² tomt 51 800 kr/m² Uteplats 2025-03-22 -8,6%"
Sankte Pers Backe 6,Villa,Paradiset,Partille,no,Lagfart,2025-03-07,2025,3,8000000,9029000.0,-1029000.0,-11.4,236.0,51.0,8.0,884.0,33900.0,-11.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Sankte Pers Backe 6 Villa · Paradiset · Partille 8 000 000 kr 236 + 51 m² 8 rum 884 m² tomt 33 900 kr/m² Eldstad Uteplats 2025-03-07 -11,4%"
Riddar Tures väg 20,Villa,Paradiset,Partille,no,Lagfart,2025-05-05,2025,5,3500000,3500000.0,0.0,0.0,78.0,,3.0,385.0,44900.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Riddar Tures väg 20 Villa · Paradiset · Partille 3 500 000 kr 78 m² 3 rum 385 m² tomt 44 900 kr/m² 2025-05-05 +/-0%
Femte Villavägen 12,Villa,Södra Sävedalen,Partille,yes,Lagfart,2025-02-13,2025,2,6975000,6975000.0,0.0,0.0,106.0,78.0,6.0,710.0,65800.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Femte Villavägen 12 Villa · Södra Sävedalen · Partille 6 975 000 kr 106 + 78 m² 6 rum 710 m² tomt 65 800 kr/m² Uteplats 2025-02-13 +/-0%
Stadssoldatens väg 14,Radhus,Centrala Partille,Partille,no,Lagfart,2025-03-26,2025,3,4500000,4496000.0,4000.0,0.1,118.0,33.0,6.0,245.0,38100.0,0.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Stadssoldatens väg 14 Radhus · Centrala Partille · Partille 4 500 000 kr 118 + 33 m² 6 rum 245 m² tomt 38 100 kr/m² 2025-03-26 +0,1%"
Tåbäcksvägen 35,Radhus,Öjersjö,Partille,no,Slutpris,2025-07-25,2025,7,5000000,4660000.0,340000.0,7.3,106.0,59.0,5.0,,47200.0,7.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Slutpris Tåbäcksvägen 35 Radhus · Öjersjö · Partille 5 000 000 kr 106 + 59 m² 5 rum 47 200 kr/m² Uteplats 2025-07-25 +7,3%"
Blankavägen 44,Villa,Centrala Sävedalen,Partille,yes,Lagfart,2025-03-04,2025,3,8050000,,,,124.0,66.0,6.0,603.0,64900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Blankavägen 44 Villa · Centrala Sävedalen · Partille 8 050 000 kr 124 + 66 m² 6 rum 603 m² tomt 64 900 kr/m² Eldstad Uteplats 2025-03-04
Helge Källas väg 1B,Villa,Paradiset,Partille,no,Lagfart,2025-05-03,2025,5,7025000,,,,160.0,35.0,6.0,685.0,43900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Helge Källas väg 1B Villa · Paradiset · Partille 7 025 000 kr -5,7% 160 + 35 m² 6 rum 685 m² tomt 43 900 kr/m² Eldstad Uteplats 2025-05-03"
Sörgårdsvägen 25,Villa,Sävedalen,Partille,yes,Lagfart,2025-06-13,2025,6,7650000,,,,128.0,72.0,5.0,725.0,59800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Sörgårdsvägen 25 Villa · Sävedalen · Partille 7 650 000 kr 128 + 72 m² 5 rum 725 m² tomt 59 800 kr/m² Eldstad 2025-06-13
Skulltorpsvägen 24,Villa,Skulltorp,Partille,no,Lagfart,2025-04-11,2025,4,6850000,,,,121.0,,5.0,926.0,56600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Skulltorpsvägen 24 Villa · Skulltorp · Partille 6 850 000 kr 121 m² 5 rum 926 m² tomt 56 600 kr/m² Eldstad Uteplats 2025-04-11
Lindbackevägen 13,Villa,Öjersjö,Partille,no,Lagfart,2025-06-10,2025,6,4550000,4439000.0,111000.0,2.5,65.0,,3.0,1487.0,70000.0,2.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Lindbackevägen 13 Villa · Öjersjö · Partille 4 550 000 kr 65 m² 3 rum 1 487 m² tomt 70 000 kr/m² 2025-06-10 +2,5%"
Långekärrsvägen 29,Radhus,Öjersjö,Partille,no,Lagfart,2025-04-02,2025,4,6650000,6232000.0,418000.0,6.7,123.0,8.0,5.0,152.0,54100.0,6.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Långekärrsvägen 29 Radhus · Öjersjö · Partille 6 650 000 kr 123 + 8 m² 5 rum 152 m² tomt 54 100 kr/m² Uteplats 2025-04-02 +6,7%"
Djupedalsvägen 9,Villa,Öjersjö,Partille,no,Lagfart,2025-03-21,2025,3,8800000,,,,170.0,,6.0,810.0,51800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Djupedalsvägen 9 Villa · Öjersjö · Partille 8 800 000 kr 170 m² 6 rum 810 m² tomt 51 800 kr/m² Balkong 2025-03-21
Hålegårdsvägen 35,Villa,Mellby,Partille,no,Slutpris,2025-07-07,2025,7,5175000,,,,143.0,50.0,6.0,,36200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Slutpris Hålegårdsvägen 35 Villa · Mellby · Partille 5 175 000 kr 143 + 50 m² 6 rum 36 200 kr/m² 2025-07-07
Rotevägen 46,Villa,Sävedalen,Partille,yes,Lagfart,2025-04-16,2025,4,7100000,7602000.0,-502000.0,-6.6,199.0,,6.0,234.0,35700.0,-6.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Rotevägen 46 Villa · Sävedalen · Partille 7 100 000 kr 199 m² 6 rum 234 m² tomt 35 700 kr/m² Balkong Uteplats 2025-04-16 -6,6%"
Öjersjövägen 8B,Villa,Öjersjö,Partille,no,Lagfart,2025-06-10,2025,6,7425000,6799000.0,626000.0,9.2,163.0,30.0,6.0,837.0,45600.0,9.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Öjersjövägen 8B Villa · Öjersjö · Partille 7 425 000 kr 163 + 30 m² 6 rum 837 m² tomt 45 600 kr/m² Eldstad 2025-06-10 +9,2%"
Mimersvägen 16,Villa,Sävedalen,Partille,yes,Lagfart,2025-04-05,2025,4,6500000,6619000.0,-119000.0,-1.8,120.0,75.0,5.0,815.0,54200.0,-1.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Mimersvägen 16 Villa · Sävedalen · Partille 6 500 000 kr 120 + 75 m² 5 rum 815 m² tomt 54 200 kr/m² 2025-04-05 -1,8%"
Tåbäcksvägen 17,Radhus,Öjersjö,Partille,no,Slutpris,2025-07-02,2025,7,5350000,4573000.0,777000.0,17.0,126.0,,6.0,,42500.0,17.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Slutpris Tåbäcksvägen 17 Radhus · Öjersjö · Partille 5 350 000 kr 126 m² 6 rum 42 500 kr/m² Uteplats 2025-07-02 +17%
Hyltebergsvägen 22,Villa,Lexby,Partille,no,Lagfart,2025-03-31,2025,3,6670000,6806000.0,-136000.0,-2.0,107.0,107.0,5.0,788.0,62300.0,-2.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Hyltebergsvägen 22 Villa · Lexby · Partille 6 670 000 kr 107 + 107 m² 5 rum 788 m² tomt 62 300 kr/m² 2025-03-31 -2%
Övre Furuskogsvägen 7,Villa,Furuskog,Partille,no,Lagfart,2025-03-03,2025,3,5000000,5020000.0,-20000.0,-0.4,124.0,45.0,6.0,763.0,40300.0,-0.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Övre Furuskogsvägen 7 Villa · Furuskog · Partille 5 000 000 kr 124 + 45 m² 6 rum 763 m² tomt 40 300 kr/m² 2025-03-03 -0,4%"
Sjätte Villavägen 11,Villa,Södra Sävedalen,Partille,yes,Lagfart,2025-06-13,2025,6,6950000,6854000.0,96000.0,1.4,130.0,123.0,7.0,741.0,53500.0,1.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Sjätte Villavägen 11 Villa · Södra Sävedalen · Partille 6 950 000 kr 130 + 123 m² 7 rum 741 m² tomt 53 500 kr/m² Uteplats 2025-06-13 +1,4%"
Truels väg 13,Villa,Skulltorp,Partille,no,Lagfart,2025-06-05,2025,6,6080000,,,,148.0,27.0,5.0,1014.0,41100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Truels väg 13 Villa · Skulltorp · Partille 6 080 000 kr 148 + 27 m² 5 rum 1 014 m² tomt 41 100 kr/m² Eldstad 2025-06-05
Östra Fjällvägen 23,Villa,Sävedalen,Partille,yes,Lagfart,2025-04-16,2025,4,7100000,7037000.0,63000.0,0.9,129.0,93.0,7.0,977.0,55000.0,0.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Lagfart Östra Fjällvägen 23 Villa · Sävedalen · Partille 7 100 000 kr 129 + 93 m² 7 rum 977 m² tomt 55 000 kr/m² 2025-04-16 +0,9%"
Björnåsvägen 83,Villa,Sävedalen,Partille,yes,Lagfart,2025-04-10,2025,4,5500000,,,,95.0,95.0,5.0,682.0,57900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,Lagfart Björnåsvägen 83 Villa · Sävedalen · Partille 5 500 000 kr 95 + 95 m² 5 rum 682 m² tomt 57 900 kr/m² Eldstad Uteplats 2025-04-10
Mellbyvägen 24C,Villa,Mellby,Partille,no,Slutpris,2025-03-27,2025,3,4825000,4703000.0,122000.0,2.6,117.0,6.0,4.0,207.0,57900.0,2.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=10,"Gå till innehåll Gå till sök Sök bostad Värdera Hitta mäklare Mäklarmatchning Sök mäklare Mäklarbyråer Sälja bostad på Booli Skaffa kunskap Till salu 58 Slutpris 5 268 Nyproduktion 4 Partille kommun 0 sökförslag visas. Sökfilter 2 Visa karta Slutpriser för hus i Partille kommun Säljdatum — Lagfart Mellbyvägen 24C Villa · Mellby · Partille 4 825 000 kr 117 + 6 m² 4 rum 207 m² tomt 41 200 kr/m² Uteplats 2025-03-27 — Lagfart Bykällevägen 108 Villa · Kåhög · Partille 6 350 000 kr 157 + 15 m² 6 rum 1 001 m² tomt 40 400 kr/m² Uteplats 2025-05-16 — Lagfart Sörlyckan 44 Radhus · Sävedalen · Partille 6 200 000 kr 115 m² 5 rum 154 m² tomt 53 900 kr/m² Uteplats 2025-03-04 — Lagfart Stengärdsgården 15 Villa · Öjersjö · Partille 7 250 000 kr 135 m² 5 rum 456 m² tomt 53 700 kr/m² Uteplats 2025-03-03 — Lagfart Klintevägen 6 Villa · Partille kommun · Partille 4 600 000 kr 80 + 42 m² 923 m² tomt 57 500 kr/m² 2025-08-15 — Slutpris Brattåskärrsvägen 111 Radhus · Sävedalen · Partille 4 750 000 kr 118 m² 5 rum 40 300 kr/m² Uteplats 2025-08-14 — Lagfart Klintevägen 1 Villa · Partille kommun · Partille 8 900 000 kr 129 + 40 m² 1 025 m² tomt 69 000 kr/m² 2025-08-12 — Lagfart Mistelvägen 16 Villa · Sävedalen · Partille 4 800 000 kr 93 + 2 m² 5 rum 497 m² tomt 51 600 kr/m² Uteplats 2025-05-07 — Lagfart Hedängen 5 Villa · Sävedalen · Partille 7 825 000 kr 117 + 117 m² 6 rum 568 m² tomt 66 900 kr/m² Uteplats 2025-01-03 +2,6% Lagfart Klintegårdsvägen 26 Radhus · Lexby · Partille 4 000 000 kr 116 m² 231 m² tomt 34 500 kr/m² 2025-05-29 — Lagfart Idas väg 3D Radhus · Partille kommun · Partille 2 166 000 kr 129 m² tomt 2025-08-04 — Lagfart Morkullesträcket 113 Villa · Furulund · Partille 5 650 000 kr 109 m² 5 rum 228 m² tomt 51 800 kr/m² Uteplats 2025-03-22 -8,6% Lagfart Sankte Pers Backe 6 Villa · Paradiset · Partille 8 000 000 kr 236 + 51 m² 8 rum 884 m² tomt 33 900 kr/m² Eldstad Uteplats 2025-03-07 -11,4% Lagfart Riddar Tures väg 20 Villa · Paradiset · Partille 3 500 000 kr 78 m² 3 rum 385 m² tomt 44 900 kr/m² 2025-05-05 +/-0% Lagfart Femte Villavägen 12 Villa · Södra Sävedalen · Partille 6 975 000 kr 106 + 78 m² 6 rum 710 m² tomt 65 800 kr/m² Uteplats 2025-02-13 +/-0% Lagfart Stadssoldatens väg 14 Radhus · Centrala Partille · Partille 4 500 000 kr 118 + 33 m² 6 rum 245 m² tomt 38 100 kr/m² 2025-03-26 +0,1% Slutpris Tåbäcksvägen 35 Radhus · Öjersjö · Partille 5 000 000 kr 106 + 59 m² 5 rum 47 200 kr/m² Uteplats 2025-07-25 +7,3% Lagfart Blankavägen 44 Villa · Centrala Sävedalen · Partille 8 050 000 kr 124 + 66 m² 6 rum 603 m² tomt 64 900 kr/m² Eldstad Uteplats 2025-03-04 Lagfart Helge Källas väg 1B Villa · Paradiset · Partille 7 025 000 kr -5,7% 160 + 35 m² 6 rum 685 m² tomt 43 900 kr/m² Eldstad Uteplats 2025-05-03 Lagfart Sörgårdsvägen 25 Villa · Sävedalen · Partille 7 650 000 kr 128 + 72 m² 5 rum 725 m² tomt 59 800 kr/m² Eldstad 2025-06-13 — Lagfart Skulltorpsvägen 24 Villa · Skulltorp · Partille 6 850 000 kr 121 m² 5 rum 926 m² tomt 56 600 kr/m² Eldstad Uteplats 2025-04-11 Går du i säljtankar? Med vår matchningstjänst kan du gratis hitta en mäklare som är expert på just ditt område och din bostad. -8,9% Lagfart Lindbackevägen 13 Villa · Öjersjö · Partille 4 550 000 kr 65 m² 3 rum 1 487 m² tomt 70 000 kr/m² 2025-06-10 +2,5% Lagfart Långekärrsvägen 29 Radhus · Öjersjö · Partille 6 650 000 kr 123 + 8 m² 5 rum 152 m² tomt 54 100 kr/m² Uteplats 2025-04-02 +6,7% Lagfart Djupedalsvägen 9 Villa · Öjersjö · Partille 8 800 000 kr 170 m² 6 rum 810 m² tomt 51 800 kr/m² Balkong 2025-03-21 — Slutpris Hålegårdsvägen 35 Villa · Mellby · Partille 5 175 000 kr 143 + 50 m² 6 rum 36 200 kr/m² 2025-07-07 — Lagfart Rotevägen 46 Villa · Sävedalen · Partille 7 100 000 kr 199 m² 6 rum 234 m² tomt 35 700 kr/m² Balkong Uteplats 2025-04-16 -6,6% Lagfart Öjersjövägen 8B Villa · Öjersjö · Partille 7 425 000 kr 163 + 30 m² 6 rum 837 m² tomt 45 600 kr/m² Eldstad 2025-06-10 +9,2% Lagfart Mimersvägen 16 Villa · Sävedalen · Partille 6 500 000 kr 120 + 75 m² 5 rum 815 m² tomt 54 200 kr/m² 2025-04-05 -1,8% Slutpris Tåbäcksvägen 17 Radhus · Öjersjö · Partille 5 350 000 kr 126 m² 6 rum 42 500 kr/m² Uteplats 2025-07-02 +17% Lagfart Hyltebergsvägen 22 Villa · Lexby · Partille 6 670 000 kr 107 + 107 m² 5 rum 788 m² tomt 62 300 kr/m² 2025-03-31 -2% Lagfart Övre Furuskogsvägen 7 Villa · Furuskog · Partille 5 000 000 kr 124 + 45 m² 6 rum 763 m² tomt 40 300 kr/m² 2025-03-03 -0,4% Lagfart Sjätte Villavägen 11 Villa · Södra Sävedalen · Partille 6 950 000 kr 130 + 123 m² 7 rum 741 m² tomt 53 500 kr/m² Uteplats 2025-06-13 +1,4% Lagfart Truels väg 13 Villa · Skulltorp · Partille 6 080 000 kr 148 + 27 m² 5 rum 1 014 m² tomt 41 100 kr/m² Eldstad 2025-06-05 — Lagfart Östra Fjällvägen 23 Villa · Sävedalen · Partille 7 100 000 kr 129 + 93 m² 7 rum 977 m² tomt 55 000 kr/m² 2025-04-16 +0,9% Lagfart Björnåsvägen 83 Villa · Sävedalen · Partille 5 500 000 kr 95 + 95 m² 5 rum 682 m² tomt 57 900 kr/m² Eldstad Uteplats 2025-04-10 Cecilia, produktägare Vad tycker du om vår karta? 5 268 slutpriser för bostäder. Läs mer om Partille Slutpris för villor, kedjehus, parhus och radhus i Partille Partille kommun är ett område i Västra Götalands län. De senaste två månaderna har det kommit in 104 slutpriser/lagfarter för villor, kedjehus, parhus och radhus i Partille kommun till Booli. Informationen bygger på lagfarter från Lantmäteriet, mäklarrapporterade slutpriser och sista bud. Mer information om vad slutpriser är finns här . I Partille kommun är snittutropspriset 3 837 900 kr . Det tar 37 dagar i genomsnitt att sälja en bostad och 40 säljare har valt att sänka sitt utropspris i Partille kommun. Du kan även söka på slutpriser för bostäder i Partille kommun eller slutpriser för lägenheter i Partille kommun . Hitta fler slutpriser för villor, kedjehus, parhus och radhus i Orust , slutpriser för villor, kedjehus, parhus och radhus i Sotenäs , slutpriser för villor, kedjehus, parhus och radhus i Stenungsund och slutpriser för villor, kedjehus, parhus och radhus i Härryda . Visar sida 10 av 151 8 9 10 11 12 Föregående sida Nästa sida Mäklare i området Annons Nyproduktion till salu Annons Planerad nyproduktion Tjänster Bostadssök Bostadsvärdering Kunskap Räntekartan Booli Pro Bannerannonsering För mäklare Sälja bostad Mäklare i Stockholm Mäklare i Göteborg Mäklare i Malmö Alla mäklarbyråer Alla mäklare Mäklararvoden Mäklarmatchning Om oss Om Booli Press Jobba här Kontakt Vanliga frågor Integritet Användarvillkor Integritetspolicy Om GDPR Cookies Cookieinställningar Ladda ned Google Play App Store Booli är en bostadssajt och en mäklarguide där du hittar Sveriges största samlade utbud av bostäder till salu, slutpriser och värderar din bostad. Vi är en del av SBAB:s trygga och enkla tjänster för bolån och boendeekonomi. Ansvarig utgivare: Sebastian Wickert. © 2026 Booli Search Technologies AB."
Brase-Emmas väg 23,Villa,Öjersjö,Partille,no,Lagfart,2025-04-29,2025,4,8500000,8244000.0,256000.0,3.1,149.0,,6.0,554.0,57000.0,3.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,"Lagfart Brase-Emmas väg 23 Villa · Öjersjö · Partille 8 500 000 kr 149 m² 6 rum 554 m² tomt 57 000 kr/m² Uteplats 2025-04-29 +3,1%"
Larsvägen 1,Villa,Sävedalen,Partille,yes,Lagfart,2025-02-25,2025,2,5800000,,,,91.0,71.0,5.0,880.0,63700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,Lagfart Larsvägen 1 Villa · Sävedalen · Partille 5 800 000 kr 91 + 71 m² 5 rum 880 m² tomt 63 700 kr/m² Eldstad 2025-02-25
Högenvägen 1A,Radhus,Sävedalen,Partille,yes,Lagfart,2025-02-08,2025,2,6370000,6113000.0,257000.0,4.2,78.0,39.0,5.0,492.0,81700.0,4.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,"Lagfart Högenvägen 1A Radhus · Sävedalen · Partille 6 370 000 kr 78 + 39 m² 5 rum 492 m² tomt 81 700 kr/m² Uteplats 2025-02-08 +4,2%"
Skuleberget 35,Villa,Furuskog,Partille,no,Lagfart,2025-02-20,2025,2,5520000,,,,110.0,2.0,4.0,356.0,50200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,Lagfart Skuleberget 35 Villa · Furuskog · Partille 5 520 000 kr 110 + 2 m² 4 rum 356 m² tomt 50 200 kr/m² Eldstad Uteplats 2025-02-20
Gökskullavägen 11,Parhus,Öjersjö,Partille,no,Lagfart,2025-01-08,2025,1,6000000,,,,117.0,5.0,5.0,290.0,51300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,Lagfart Gökskullavägen 11 Parhus · Öjersjö · Partille 6 000 000 kr 117 + 5 m² 5 rum 290 m² tomt 51 300 kr/m² Eldstad Uteplats 2025-01-08
Landshövdingevägen 11,Villa,Partille kommun,Partille,no,Lagfart,2025-07-01,2025,7,9500000,8748000.0,752000.0,8.6,178.0,31.0,,770.0,53400.0,8.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,"Lagfart Landshövdingevägen 11 Villa · Partille kommun · Partille 9 500 000 kr 178 + 31 m² 770 m² tomt 53 400 kr/m² 2025-07-01 +8,6%"
Utmålsvägen 1C,Parhus,Skulltorp,Partille,no,Lagfart,2025-03-03,2025,3,5860000,5060000.0,800000.0,15.8,132.0,,5.0,667.0,44400.0,15.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=11,"Lagfart Utmålsvägen 1C Parhus · Skulltorp · Partille 5 860 000 kr 132 m² 5 rum 667 m² tomt 44 400 kr/m² Balkong Uteplats 2025-03-03 +15,8%"
